"","player_name","Position","date","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"337","Ben Amos","GK","2015-11-12 0:00",67,71,"right","medium","medium",14,13,15,12,13,14,13,11,15,23,50,45,54,62,52,12,57,25,62,15,28,23,16,67,11,13,11,12,65,68,67,65,71
"338","Ben Amos","GK","2013-03-01 0:00",66,74,"right","medium","medium",13,12,14,11,12,13,12,10,14,22,50,45,54,38,52,11,57,30,62,14,27,22,15,21,10,12,10,11,67,68,67,61,74
"339","Ben Amos","GK","2013-12-20 0:00",65,71,"right","medium","medium",25,25,25,25,25,25,25,25,25,22,50,45,54,57,52,25,57,25,62,25,27,22,25,25,25,25,25,25,64,67,66,60,70
"340","Ben Amos","GK","2010-08-30 0:00",62,74,"right","medium","medium",8,2,9,11,7,8,7,5,9,12,50,45,54,38,34,6,57,30,32,4,27,22,15,21,5,12,21,23,62,63,65,54,74
"341","Ben Amos","GK","2013-09-20 0:00",66,74,"right","medium","medium",25,25,25,25,25,25,25,25,25,22,50,45,54,57,52,25,57,25,62,25,27,22,25,25,25,25,25,25,66,67,66,60,73
"342","Ben Foster","GK","2014-09-18 0:00",78,78,"left","medium","medium",25,25,25,35,25,25,25,25,31,24,50,48,45,71,50,26,75,32,57,25,25,22,25,25,40,25,25,25,79,77,73,77,82
"343","Ben Foster","GK","2014-03-14 0:00",78,78,"left","medium","medium",25,25,25,35,25,25,25,25,31,24,50,48,45,71,50,26,75,32,57,25,25,22,25,25,40,25,25,25,79,77,74,77,82
"344","Ben Foster","GK","2014-02-07 0:00",78,78,"left","medium","medium",25,25,25,35,25,25,25,25,31,24,50,48,45,71,50,26,75,32,66,25,25,22,25,25,40,25,25,25,79,77,74,77,82
"345","Ben Foster","GK","2012-08-31 0:00",78,82,"left","medium","medium",14,17,13,35,13,13,14,16,31,29,50,48,45,62,50,26,75,47,66,13,14,22,13,27,17,14,14,13,80,78,74,76,82
"346","Ben Foster","GK","2007-02-22 0:00",69,84,"left","medium","medium",17,20,33,32,8,13,14,72,86,25,63,67,45,63,60,36,70,70,66,21,16,58,68,50,72,19,24,8,76,63,86,65,71
"347","Ben Foster","GK","2010-08-30 0:00",74,80,"left","medium","medium",9,17,13,20,8,13,14,16,20,17,50,53,45,63,60,26,70,47,66,21,54,22,21,50,17,9,9,8,80,75,77,65,79
"348","Ben Foster","GK","2013-05-03 0:00",78,78,"left","medium","medium",14,17,13,35,13,13,14,16,31,29,50,48,45,71,50,26,75,47,66,13,14,22,13,27,40,14,14,13,79,77,74,77,82
"349","Ben Foster","GK","2014-10-31 0:00",78,78,"left","medium","medium",25,25,25,35,25,25,25,25,31,24,50,48,45,71,50,26,75,32,57,25,25,22,25,25,40,25,25,25,80,77,72,76,83
"350","Ben Foster","GK","2010-02-22 0:00",74,84,"left","medium","medium",21,21,21,21,8,21,14,16,77,21,53,53,45,63,60,26,70,48,66,21,54,58,68,50,67,21,21,8,80,75,77,65,79
"351","Ben Foster","GK","2015-09-21 0:00",79,79,"left","medium","medium",15,18,14,36,14,14,15,17,32,25,50,48,45,72,50,27,75,32,57,14,15,23,14,42,41,15,15,14,81,78,73,77,84
"352","Ben Foster","GK","2014-05-02 0:00",78,78,"left","medium","medium",25,25,25,35,25,25,25,25,31,24,50,48,45,71,50,26,75,32,57,25,25,22,25,25,40,25,25,25,79,77,73,77,82
"353","Ben Foster","GK","2008-08-30 0:00",74,84,"left","medium","medium",21,21,21,32,8,21,14,16,48,25,53,53,45,63,60,26,70,68,66,21,54,58,68,50,72,21,34,8,83,70,48,69,81
"354","Ben Foster","GK","2011-02-22 0:00",80,84,"left","medium","medium",14,17,13,35,13,13,14,16,31,36,50,48,45,63,60,26,75,47,66,13,54,22,21,44,17,14,14,13,82,80,74,78,84
"355","Ben Foster","GK","2009-08-30 0:00",77,84,"left","medium","medium",21,21,21,21,8,21,14,16,77,21,53,53,45,63,60,26,70,48,66,21,54,58,68,50,67,21,21,8,80,75,77,74,79
"356","Ben Foster","GK","2013-02-15 0:00",78,78,"left","medium","medium",14,17,13,35,13,13,14,16,31,29,50,48,45,62,50,26,75,47,66,13,14,22,13,27,40,14,14,13,80,78,74,76,82
"357","Ben Foster","GK","2014-01-10 0:00",78,78,"left","medium","medium",25,25,25,35,25,25,25,25,31,29,50,48,45,71,50,26,75,32,66,25,25,22,25,25,40,25,25,25,79,77,74,77,82
"358","Ben Foster","GK","2007-08-30 0:00",78,84,"left","medium","medium",21,21,21,32,8,21,14,16,65,25,53,53,45,63,60,26,70,70,66,21,54,58,68,50,72,21,34,8,82,78,65,72,82
"359","Ben Foster","GK","2011-08-30 0:00",78,82,"left","medium","medium",14,17,13,35,13,13,14,16,31,29,50,48,45,63,50,26,75,47,66,13,14,22,13,44,17,14,14,13,81,78,74,76,83
"360","Ben Foster","GK","2012-02-22 0:00",78,82,"left","medium","medium",14,17,13,35,13,13,14,16,31,29,50,48,45,62,50,26,75,47,66,13,14,22,13,44,17,14,14,13,80,78,74,76,82
"361","Ben Foster","GK","2013-09-20 0:00",78,78,"left","medium","medium",25,25,25,35,25,25,25,25,31,29,50,48,45,71,50,26,75,32,66,25,25,22,25,25,40,25,25,25,79,77,74,77,82
"362","Cameron Borthwick-Jackson","DF","2016-02-11 0:00",67,79,"left","medium","medium",73,34,65,69,39,64,74,37,62,65,74,72,56,55,62,45,73,68,64,35,57,62,43,50,46,63,74,69,6,11,8,11,9
"363","Cameron Borthwick-Jackson","DF","2016-01-07 0:00",62,77,"left","medium","medium",61,30,63,65,37,58,32,37,56,60,71,65,53,49,59,43,73,62,62,30,49,55,32,33,46,59,72,66,6,11,8,11,9
"364","Cameron Borthwick-Jackson","DF","2007-02-22 0:00",58,72,"left","medium","high",36,30,63,39,37,33,32,37,36,38,63,64,45,49,59,43,68,57,54,30,49,55,32,33,46,55,72,64,6,11,8,11,9
"365","Cameron Borthwick-Jackson","DF","2015-11-12 0:00",58,72,"left","medium","high",36,30,63,39,37,33,32,37,36,38,63,64,45,49,59,43,68,57,54,30,49,55,32,33,46,55,72,64,6,11,8,11,9
"366","Carlos Tevez","FW","2015-04-10 0:00",85,85,"right","high","high",73,87,60,82,86,86,84,78,64,89,87,85,83,90,91,86,73,89,81,84,87,34,90,83,83,35,51,51,4,2,3,2,4
"367","Carlos Tevez","FW","2014-04-11 0:00",86,86,"right","high","high",77,87,63,83,87,87,81,82,65,89,87,85,81,87,87,86,72,87,81,84,89,40,86,83,84,35,55,55,7,8,15,14,9
"368","Carlos Tevez","FW","2014-02-28 0:00",86,86,"right","high","high",74,86,67,84,87,87,80,82,68,89,87,85,81,87,87,86,73,89,79,84,89,40,86,84,84,31,55,55,7,8,15,14,9
"369","Carlos Tevez","FW","2011-08-30 0:00",88,89,"right","high","high",76,91,70,83,88,83,77,82,69,86,85,83,81,92,78,88,76,90,79,88,92,58,90,82,80,49,38,34,7,8,15,14,9
"370","Carlos Tevez","FW","2007-02-22 0:00",87,90,"right","high","high",70,84,38,83,88,83,77,83,68,86,89,88,81,88,91,89,72,88,88,85,72,72,83,82,83,61,66,34,11,12,68,12,8
"371","Carlos Tevez","FW","2010-02-22 0:00",86,90,"right","high","high",74,91,70,83,88,83,77,82,64,85,86,84,81,92,91,88,72,91,85,85,92,77,88,82,89,39,33,34,11,23,64,23,23
"372","Carlos Tevez","FW","2011-02-22 0:00",86,89,"right","high","high",76,91,70,83,88,83,77,82,64,86,85,83,81,92,91,88,72,90,82,86,92,58,90,82,80,49,38,34,7,8,15,14,9
"373","Carlos Tevez","FW","2016-03-03 0:00",85,85,"right","high","high",73,88,58,80,87,86,84,82,61,88,90,87,83,91,91,88,77,91,79,87,86,34,90,80,82,39,51,51,4,2,3,2,4
"374","Carlos Tevez","FW","2014-03-14 0:00",86,86,"right","high","high",74,87,67,84,87,87,80,82,68,89,87,85,81,87,87,86,73,89,79,84,89,40,86,84,84,31,55,55,7,8,15,14,9
"375","Carlos Tevez","FW","2007-08-30 0:00",88,90,"right","high","high",79,87,61,87,88,91,77,92,69,90,88,84,81,80,91,88,72,80,89,79,88,72,83,82,87,34,36,34,11,23,69,23,23
"376","Carlos Tevez","FW","2016-05-12 0:00",85,85,"right","high","high",73,88,58,80,87,86,84,82,61,88,90,87,83,91,91,88,77,91,79,87,86,34,90,80,82,39,51,51,4,2,3,2,4
"377","Carlos Tevez","FW","2013-11-01 0:00",86,86,"right","high","high",74,86,67,84,87,87,80,82,68,89,87,85,81,87,87,86,73,89,79,84,89,40,86,82,84,31,55,55,7,8,15,14,9
"378","Carlos Tevez","FW","2015-01-16 0:00",85,85,"right","high","high",73,87,60,82,86,86,84,78,64,89,87,85,83,90,91,85,73,89,81,84,87,34,90,83,83,35,51,51,4,2,3,2,4
"379","Carlos Tevez","FW","2013-10-04 0:00",86,86,"right","high","high",74,86,67,84,87,87,77,82,68,89,87,85,81,87,86,86,72,89,79,84,89,40,86,82,84,31,55,55,7,8,15,14,9
"380","Carlos Tevez","FW","2014-10-02 0:00",85,85,"right","high","high",73,87,61,82,86,86,84,78,64,88,87,85,83,88,90,85,73,89,81,84,87,34,87,83,83,35,50,50,4,2,3,2,4
"381","Carlos Tevez","FW","2016-01-14 0:00",86,86,"right","high","high",73,88,60,79,87,87,84,82,61,90,90,85,83,91,91,90,77,91,81,88,86,34,91,80,82,39,51,51,4,2,3,2,4
"382","Carlos Tevez","FW","2013-09-27 0:00",86,86,"right","high","high",75,87,67,84,87,83,77,82,68,87,85,79,81,87,86,86,72,89,79,84,89,40,89,82,84,31,55,55,7,8,15,14,9
"383","Carlos Tevez","FW","2007-02-22 0:00",NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Carlos Tevez","FW","2014-10-24 0:00",85,85,"right","high","high",73,87,60,82,86,86,84,78,64,88,87,85,83,90,91,85,73,89,83,84,87,34,90,83,83,35,51,51,4,2,3,2,4
"385","Carlos Tevez","FW","2013-02-15 0:00",86,86,"right","high","high",76,87,67,83,87,83,77,82,69,85,84,79,81,91,86,86,73,90,81,84,92,58,89,82,84,49,38,34,7,8,15,14,9
"386","Carlos Tevez","FW","2010-08-30 0:00",86,90,"right","high","high",76,91,70,83,88,83,77,82,64,86,85,83,81,92,91,88,72,90,85,88,92,58,90,82,80,49,38,34,7,8,15,14,9
"387","Carlos Tevez","FW","2014-10-17 0:00",85,85,"right","high","high",73,87,60,82,86,86,84,78,64,88,87,85,83,90,90,85,73,89,81,84,87,34,90,83,83,35,51,51,4,2,3,2,4
"388","Carlos Tevez","FW","2016-01-28 0:00",85,85,"right","high","high",73,88,58,80,87,86,84,82,61,88,90,85,83,91,91,88,77,91,79,87,86,34,90,80,82,39,51,51,4,2,3,2,4
"389","Carlos Tevez","FW","2008-08-30 0:00",85,90,"right","high","high",79,92,65,86,88,86,77,87,66,91,86,84,81,89,91,86,72,90,84,73,90,74,90,82,89,34,36,34,11,23,66,23,23
"390","Carlos Tevez","FW","2015-09-21 0:00",86,86,"right","high","high",73,88,60,79,87,87,84,82,61,90,90,85,83,91,91,90,77,91,81,88,86,34,91,80,82,39,51,51,4,2,3,2,4
"391","Carlos Tevez","FW","2014-04-18 0:00",86,86,"right","high","high",77,87,63,83,87,87,81,82,65,89,87,85,81,87,90,86,72,87,81,84,89,40,89,83,84,35,55,55,7,8,15,14,9
"392","Carlos Tevez","FW","2014-09-18 0:00",85,85,"right","high","high",73,87,61,82,86,86,84,78,64,88,87,85,83,88,90,85,73,89,81,84,87,39,87,83,83,35,55,55,4,2,3,2,4
"393","Carlos Tevez","FW","2014-04-04 0:00",86,86,"right","high","high",76,87,67,84,87,87,81,82,68,89,87,85,81,87,87,86,73,89,79,84,89,40,86,83,84,31,55,55,7,8,15,14,9
"394","Carlos Tevez","FW","2013-03-22 0:00",86,86,"right","high","high",76,87,67,83,87,83,77,82,69,85,84,79,81,91,86,86,73,90,81,84,92,58,89,82,84,49,38,34,7,8,15,14,9
"395","Carlos Tevez","FW","2015-07-16 0:00",85,85,"right","high","high",73,87,60,82,86,86,84,78,64,89,87,85,83,90,91,86,73,89,81,84,87,34,90,83,83,35,51,51,4,2,3,2,4
"396","Carlos Tevez","FW","2014-04-25 0:00",86,86,"right","high","high",77,87,63,83,87,87,87,81,65,89,87,85,87,87,90,86,72,87,81,84,89,40,89,83,84,35,55,55,5,3,4,3,5
"397","Carlos Tevez","FW","2009-08-30 0:00",85,90,"right","high","high",74,89,70,83,88,83,77,82,64,84,86,84,81,88,91,87,72,91,85,84,92,74,88,82,87,25,33,34,11,23,64,23,23
"398","Carlos Tevez","FW","2013-05-24 0:00",86,86,"right","high","high",76,87,67,83,87,83,77,82,69,85,84,79,81,88,86,86,73,90,81,84,92,58,89,82,84,49,38,34,7,8,15,14,9
"399","Carlos Tevez","FW","2012-02-22 0:00",86,86,"right","high","high",76,87,67,83,87,83,77,82,69,85,84,82,81,91,86,86,73,90,78,84,92,58,89,82,80,49,38,34,7,8,15,14,9
"400","Carlos Tevez","FW","2014-11-07 0:00",85,85,"right","high","high",73,87,60,82,86,86,84,78,64,88,87,85,83,90,91,85,73,89,81,84,87,34,90,83,83,35,51,51,4,2,3,2,4
"401","Carlos Tevez","FW","2013-10-18 0:00",86,86,"right","high","high",74,86,67,84,87,87,80,82,68,89,87,85,81,87,86,86,72,89,79,84,89,40,86,82,84,31,55,55,7,8,15,14,9
"402","Carlos Tevez","FW","2013-09-20 0:00",86,86,"right","high","high",75,87,67,84,87,83,77,82,68,87,85,79,81,87,86,86,72,89,79,84,89,40,89,82,84,27,30,30,7,8,15,14,9
"403","Carlos Tevez","FW","2014-05-02 0:00",86,86,"right","high","high",77,87,63,83,87,87,85,81,65,89,87,85,83,87,90,86,72,87,81,84,88,40,88,84,84,35,55,55,5,3,4,3,5
"404","Carlos Tevez","FW","2013-03-08 0:00",86,86,"right","high","high",76,87,67,83,87,83,77,82,69,85,84,79,81,91,86,86,73,90,81,84,92,58,89,82,84,49,38,34,7,8,15,14,9
"405","Chris Eagles","MF","2015-10-23 0:00",70,70,"right","medium","low",73,68,39,67,71,77,75,80,67,73,73,75,78,62,70,79,57,64,60,75,53,40,64,66,61,20,30,27,14,13,10,14,7
"406","Chris Eagles","MF","2013-05-17 0:00",72,70,"right","medium","low",73,68,39,67,64,75,75,80,67,74,79,78,78,62,77,79,57,64,60,77,53,40,64,66,61,19,30,27,14,13,10,14,7
"407","Chris Eagles","MF","2013-03-08 0:00",73,76,"right","medium","medium",75,68,39,67,64,75,75,80,67,74,79,78,78,62,77,79,57,64,60,77,53,40,64,66,61,19,30,27,14,13,10,14,7
"408","Chris Eagles","MF","2009-08-30 0:00",72,80,"right","medium","medium",78,72,39,71,61,77,62,78,64,77,82,78,76,51,64,63,57,63,43,67,55,47,67,71,71,25,30,27,9,21,64,21,21
"409","Chris Eagles","MF","2014-01-31 0:00",70,70,"right","medium","low",73,68,39,67,71,77,75,80,67,73,73,75,78,62,70,79,57,64,60,75,53,40,64,66,61,20,30,27,14,13,10,14,7
"410","Chris Eagles","MF","2013-03-28 0:00",73,76,"right","medium","low",75,68,39,67,64,75,75,80,67,74,79,78,78,62,77,79,57,64,60,77,53,40,64,66,61,19,30,27,14,13,10,14,7
"411","Chris Eagles","MF","2016-03-03 0:00",68,68,"right","medium","low",69,68,39,67,71,69,75,80,67,73,68,71,78,62,70,65,57,64,60,69,53,40,64,66,61,20,30,27,14,13,10,14,7
"412","Chris Eagles","MF","2007-02-22 0:00",NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Chris Eagles","MF","2013-03-22 0:00",73,76,"right","medium","low",75,68,39,67,64,75,75,80,67,74,79,78,78,62,77,79,57,64,60,77,53,40,64,66,61,19,30,27,14,13,10,14,7
"414","Chris Eagles","MF","2011-08-30 0:00",72,76,"right","medium","medium",75,71,39,68,64,77,68,75,66,76,79,80,78,50,72,74,57,64,54,70,53,40,71,71,57,19,30,27,14,13,10,14,7
"415","Chris Eagles","MF","2013-05-03 0:00",72,70,"right","medium","low",73,68,39,67,64,75,75,80,67,74,79,78,78,62,77,79,57,64,60,77,53,40,64,66,61,19,30,27,14,13,10,14,7
"416","Chris Eagles","MF","2013-02-15 0:00",73,76,"right","medium","medium",75,68,39,67,64,75,75,80,67,74,79,78,78,62,77,79,57,64,60,77,53,40,64,66,61,19,30,27,14,13,10,14,7
"417","Chris Eagles","MF","2015-02-20 0:00",70,70,"right","medium","low",73,68,39,67,71,77,75,80,67,73,73,75,78,62,70,79,57,64,60,75,53,40,64,66,61,20,30,27,14,13,10,14,7
"418","Chris Eagles","MF","2010-08-30 0:00",71,77,"right","medium","medium",75,68,39,64,61,74,62,75,62,72,79,77,76,50,64,62,57,64,53,66,53,36,71,71,57,19,30,27,14,13,10,14,7
"419","Chris Eagles","MF","2007-02-22 0:00",70,86,"right","medium","medium",67,64,53,69,61,69,62,70,63,66,74,76,76,67,64,66,57,82,68,68,62,55,55,71,70,65,65,27,13,14,63,8,11
"420","Chris Eagles","MF","2007-08-30 0:00",69,80,"right","medium","medium",67,62,43,62,61,69,62,61,59,67,76,76,76,67,64,66,57,77,68,65,62,55,55,71,60,35,45,27,13,21,59,21,21
"421","Chris Eagles","MF","2009-02-22 0:00",67,80,"right","medium","medium",71,54,39,67,61,69,62,61,60,70,78,74,76,51,64,63,57,63,43,67,36,47,51,71,56,35,40,27,13,21,60,21,21
"422","Chris Eagles","MF","2013-03-15 0:00",73,76,"right","medium","low",75,68,39,67,64,75,75,80,67,74,79,78,78,62,77,79,57,64,60,77,53,40,64,66,61,19,30,27,14,13,10,14,7
"423","Chris Eagles","MF","2008-08-30 0:00",66,80,"right","medium","medium",71,54,39,63,61,65,62,61,52,70,78,74,76,51,64,63,57,63,43,67,36,47,51,71,56,35,40,27,13,21,52,21,21
"424","Chris Eagles","MF","2016-02-04 0:00",69,69,"right","medium","low",73,68,39,67,71,69,75,80,67,73,73,75,78,62,70,79,57,64,60,69,53,40,64,66,61,20,30,27,14,13,10,14,7
"425","Chris Eagles","MF","2013-09-20 0:00",70,70,"right","medium","low",73,68,39,67,71,77,75,80,67,73,73,75,78,62,70,79,57,64,60,75,53,40,64,66,61,20,30,27,14,13,10,14,7
"426","Chris Eagles","MF","2014-11-21 0:00",70,70,"right","medium","low",73,68,39,67,71,77,75,80,67,73,73,75,78,62,70,79,57,64,60,75,53,40,64,66,61,20,30,27,14,13,10,14,7
"427","Chris Eagles","MF","2012-02-22 0:00",73,76,"right","medium","medium",75,66,39,72,64,77,68,74,68,76,79,78,78,62,72,73,57,64,60,73,53,40,64,75,61,19,30,27,14,13,10,14,7
"428","Chris Eagles","MF","2012-08-31 0:00",72,76,"right","medium","medium",75,70,39,67,64,75,68,74,69,73,79,78,78,62,77,73,57,64,60,71,53,40,64,66,61,19,30,27,14,13,10,14,7
"429","Chris Eagles","MF","2010-02-22 0:00",74,80,"right","medium","medium",78,72,39,71,61,80,62,78,64,79,82,78,76,51,64,63,57,63,43,67,55,49,67,71,71,25,30,27,9,21,64,21,21
"430","Chris Smalling","DF","2011-08-30 0:00",77,85,"right","medium","medium",39,15,78,68,23,50,25,16,46,59,71,69,59,79,45,41,66,77,79,10,77,78,21,48,42,78,82,77,9,14,15,14,14
"431","Chris Smalling","DF","2015-11-26 0:00",80,82,"right","medium","medium",52,23,83,68,24,61,26,22,56,64,75,76,58,79,45,42,71,75,81,11,76,82,22,49,52,84,85,81,10,15,16,15,15
"432","Chris Smalling","DF","2013-03-01 0:00",78,83,"right","medium","medium",54,15,79,73,23,61,25,16,53,66,74,78,51,79,45,41,69,75,73,10,77,82,21,48,54,82,82,78,9,14,15,14,14
"433","Chris Smalling","DF","2016-03-24 0:00",83,85,"right","medium","high",52,23,85,71,54,64,36,22,56,64,77,76,60,83,48,42,75,80,88,35,82,83,42,49,52,85,88,85,10,15,16,15,15
"434","Chris Smalling","DF","2015-05-22 0:00",77,82,"right","medium","medium",51,22,79,67,23,60,25,21,55,63,75,78,51,78,45,41,70,75,77,25,75,78,21,48,51,79,82,78,9,14,15,14,14
"435","Chris Smalling","DF","2014-09-18 0:00",76,81,"right","medium","medium",51,22,79,67,23,59,25,21,55,63,75,80,51,77,45,41,68,75,73,25,75,78,21,48,51,79,82,78,9,14,15,14,14
"436","Chris Smalling","DF","2015-09-21 0:00",79,84,"right","medium","medium",52,23,80,68,24,61,26,22,56,64,75,76,51,79,45,42,71,75,77,11,76,82,22,49,52,82,85,81,10,15,16,15,15
"437","Chris Smalling","DF","2012-08-31 0:00",78,83,"right","medium","medium",54,15,79,73,23,61,25,16,53,66,73,75,51,79,45,41,66,77,76,10,77,82,21,48,42,82,82,78,9,14,15,14,14
"438","Chris Smalling","DF","2014-01-17 0:00",77,81,"right","medium","medium",56,25,79,67,23,62,25,25,55,66,75,78,51,79,45,41,68,75,73,25,75,83,21,48,54,82,82,78,9,14,15,14,14
"439","Chris Smalling","DF","2016-02-11 0:00",83,84,"right","medium","high",52,23,85,70,54,64,36,22,56,64,75,76,60,83,45,42,71,80,86,35,82,83,42,49,52,84,88,84,10,15,16,15,15
"440","Chris Smalling","DF","2009-08-30 0:00",60,77,"right","medium","medium",35,23,55,42,33,22,25,46,34,54,61,56,63,56,74,24,88,66,69,22,67,42,54,65,52,66,56,75,2,22,34,22,22
"441","Chris Smalling","DF","2013-12-06 0:00",78,82,"right","medium","medium",56,25,79,75,23,62,25,25,55,66,75,78,51,79,45,41,67,75,73,25,75,83,21,48,54,83,83,79,9,14,15,14,14
"442","Chris Smalling","DF","2013-03-22 0:00",78,83,"right","medium","medium",54,15,79,73,23,61,25,16,53,66,74,78,51,79,45,41,69,75,73,10,77,82,21,48,54,82,82,78,9,14,15,14,14
"443","Chris Smalling","DF","2015-10-16 0:00",80,83,"right","medium","medium",52,23,83,68,24,61,26,22,56,64,75,76,58,79,45,42,71,75,81,11,76,80,22,49,52,84,85,81,10,15,16,15,15
"444","Chris Smalling","DF","2015-10-02 0:00",80,83,"right","medium","medium",52,23,83,68,24,61,26,22,56,64,75,76,51,79,45,42,71,75,81,11,76,80,22,49,52,84,85,81,10,15,16,15,15
"445","Chris Smalling","DF","2015-02-27 0:00",76,81,"right","medium","medium",51,22,79,67,23,59,25,21,55,63,75,78,51,77,45,41,68,75,73,25,75,78,21,48,51,79,82,78,9,14,15,14,14
"446","Chris Smalling","DF","2013-11-22 0:00",78,83,"right","medium","medium",54,25,79,73,23,61,25,25,53,66,74,77,51,79,45,41,67,75,73,25,77,82,21,48,54,82,82,78,9,14,15,14,14
"447","Chris Smalling","DF","2010-02-22 0:00",77,83,"right","medium","medium",55,23,76,66,33,31,25,46,65,66,74,77,63,78,74,67,88,79,77,35,77,78,77,65,76,78,79,75,2,22,65,22,22
"448","Chris Smalling","DF","2008-08-30 0:00",60,77,"right","medium","medium",35,23,55,42,33,22,25,46,34,54,61,56,63,56,74,24,88,66,69,22,67,42,54,65,52,66,56,75,2,22,34,22,22
"449","Chris Smalling","DF","2014-03-14 0:00",76,81,"right","medium","medium",51,22,79,67,23,59,25,21,55,63,75,78,51,77,45,41,68,75,73,25,75,78,21,48,51,79,82,78,9,14,15,14,14
"450","Chris Smalling","DF","2016-01-28 0:00",82,84,"right","medium","high",52,23,85,70,54,64,36,22,56,64,75,76,60,83,45,42,71,80,86,35,76,83,42,49,52,84,88,84,10,15,16,15,15
"451","Chris Smalling","DF","2014-05-02 0:00",76,81,"right","medium","medium",51,22,79,67,23,59,25,21,55,63,75,78,51,77,45,41,68,75,73,25,75,78,21,48,51,79,82,78,9,14,15,14,14
"452","Chris Smalling","DF","2013-02-22 0:00",78,83,"right","medium","medium",54,15,79,73,23,61,25,16,53,66,73,75,51,79,45,41,69,75,73,10,77,82,21,48,54,82,82,78,9,14,15,14,14
"453","Chris Smalling","DF","2014-02-07 0:00",77,81,"right","medium","medium",51,22,79,67,23,59,25,21,55,63,75,78,51,77,45,41,68,75,73,25,75,81,21,48,51,82,82,78,9,14,15,14,14
"454","Chris Smalling","DF","2007-02-22 0:00",60,77,"right","medium","medium",35,23,55,42,33,22,25,46,34,54,61,56,63,56,74,24,88,66,69,22,67,42,54,65,52,66,56,75,2,22,34,22,22
"455","Chris Smalling","DF","2013-09-20 0:00",78,83,"right","medium","medium",54,25,79,73,23,61,25,25,53,66,74,77,51,79,45,41,69,75,73,25,77,82,21,48,54,82,82,78,9,14,15,14,14
"456","Chris Smalling","DF","2012-02-22 0:00",78,84,"right","medium","medium",55,15,79,73,23,61,25,16,53,66,73,75,51,79,45,41,66,77,76,10,77,82,21,48,42,82,82,78,9,14,15,14,14
"457","Chris Smalling","DF","2015-10-23 0:00",80,83,"right","medium","medium",52,23,83,68,24,61,26,22,56,64,75,76,58,79,45,42,71,75,81,11,76,82,22,49,52,84,85,81,10,15,16,15,15
"458","Chris Smalling","DF","2016-01-07 0:00",82,84,"right","medium","high",52,23,85,70,54,64,36,22,56,64,75,76,60,83,45,42,71,80,86,35,76,83,42,49,52,84,88,84,10,15,16,15,15
"459","Chris Smalling","DF","2013-12-13 0:00",78,82,"right","medium","medium",56,25,79,75,23,62,25,25,55,66,75,78,51,79,45,41,67,75,73,25,75,83,21,48,54,82,82,78,9,14,15,14,14
"460","Chris Smalling","DF","2015-05-01 0:00",76,81,"right","medium","medium",51,22,79,67,23,59,25,21,55,63,75,78,51,77,45,41,68,75,73,25,75,78,21,48,51,79,82,78,9,14,15,14,14
"461","Chris Smalling","DF","2015-12-17 0:00",81,83,"right","medium","medium",52,23,85,68,24,64,26,22,56,64,75,76,58,83,45,42,71,79,81,11,76,82,22,49,52,84,88,81,10,15,16,15,15
"462","Chris Smalling","DF","2015-05-29 0:00",78,83,"right","medium","medium",51,22,81,71,23,63,25,21,55,65,75,78,51,80,45,41,73,75,77,25,75,78,21,48,51,79,82,80,9,14,15,14,14
"463","Chris Smalling","DF","2010-08-30 0:00",76,83,"right","medium","medium",55,23,76,66,33,31,25,46,65,63,73,75,63,76,74,67,88,78,77,35,77,74,40,65,52,78,76,75,9,14,15,14,14
"464","Chris Smalling","DF","2011-02-22 0:00",77,86,"right","medium","medium",54,23,78,72,43,50,25,46,65,64,74,75,66,77,79,71,85,78,80,35,77,78,40,61,52,76,79,77,9,14,15,14,14
"465","Chris Smalling","DF","2013-02-15 0:00",78,83,"right","medium","medium",54,15,79,73,23,61,25,16,53,66,73,75,51,79,45,41,66,75,73,10,77,82,21,48,54,82,82,78,9,14,15,14,14
"466","Chris Smalling","DF","2015-12-03 0:00",81,83,"right","medium","medium",52,23,85,68,24,64,26,22,56,64,75,76,58,83,45,42,71,79,81,11,76,82,22,49,52,84,88,81,10,15,16,15,15
"467","Craig Cathcart","DF","2011-02-22 0:00",73,75,"right","low","medium",38,23,78,67,29,46,38,38,56,60,69,70,62,75,67,38,82,71,74,35,72,77,44,61,27,72,75,71,7,5,11,8,12
"468","Craig Cathcart","DF","2013-09-20 0:00",68,75,"right","low","medium",38,23,73,66,29,46,38,38,56,60,66,68,64,72,58,38,73,71,70,35,68,66,34,51,27,67,70,67,7,5,11,8,12
